S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Zenera Group Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Recrutement d'un Coordinateur d’objectif en accompagnement socio-économique de la gente féminine chez Jesuit Refugee Service.
Recrutement d'un(e) Responsable Logistique et Sécurité chez Care International Cameroun.
Recrutement d'un Financier national chez Jesuit Refugee Service.
Recrutement d'un(e) Coordinateur/trice Ressources Humaines à Yaounde au sein de Première Urgence Internationale.
Recrutement d'une Secrétaire à Douala.
Corporate Finance Executive.
Dressmeoutlet.com Internship Recruitment 2017.
Female PR / Marketer Job in a Startup Business Development Company.
Graduate Entrepreneur Associate.
Kaduna State Universal Basic Education Board Massive Recruitment for Teachers (25,000 Positions) | Hot Nigerian Jobs.
Job at Dressmeoutlet.com for Sales Leader.
Internal Auditor.
Room Steward.
Vi Agroforesty Fund-Raising Liaison Officer Job in Nairobi, Kenya | Jobs in Kenya.
Senior Brands Manager.
Supply Chain Plan & Deliver Manager.
Dressmeoutlet.com Internship Recruitment | Hot Nigerian Jobs.
Dressmeoutlet.com Fresh Graduate Recruitment | Hot Nigerian Jobs.
Accountant at CP Foods | Hot Nigerian Jobs.
Room Steward at Whitefield Hotel Limited | Hot Nigerian Jobs.
Internal Auditor at Whitefield Hotel Limited | Hot Nigerian Jobs.
Project Manager at So Fresh Neighbourhood Market | Hot Nigerian Jobs.
Dressmeoutlet.com Fresh Graduate & Mid-level Job Recruitment (3 Positions) | Hot Nigerian Jobs.
CP Foods Fresh Job Recruitment (4 Positions) | Hot Nigerian Jobs.
Computer Teacher at a New School/Academy | Hot Nigerian Jobs.
Accounts Assistant at a Small Limited Liability Company | Hot Nigerian Jobs.
Accountant at a Small Limited Liability Company | Hot Nigerian Jobs.
Cleaner at a Reputable Audit Firm | Hot Nigerian Jobs.
Chief Security Officer at Kaduna State University | Hot Nigerian Jobs.
Project Administrator at the International Institute of Tropical Agriculture (IITA) | Hot Nigerian Jobs.
MO Solutions & Operations Manager - H/F at Bollore Transport Logistics | Hot Nigerian Jobs.
Audit Supervisor at a Reputable Audit Firm | Hot Nigerian Jobs.
Supply Chain Manager at Save the Children Nigeria | Hot Nigerian Jobs.
Sales Consultants at Lisse Africa | Hot Nigerian Jobs.
Business Development Executive at Lisse Africa | Hot Nigerian Jobs.
Programme Planning Specialist at the United Nations Children's Fund (UNICEF) | Hot Nigerian Jobs.
Event Specialist at the Nigerian Stock Exchange (NSE) | Hot Nigerian Jobs.
Drivers at a Reputable Company | Hot Nigerian Jobs.
Accountant II at a Reputable Company | Hot Nigerian Jobs.
Admin/Accounts Staff at a Small Financial Organization | Hot Nigerian Jobs.
Loader at a Reputable Company | Hot Nigerian Jobs.
Staff Nurse/ Midwife (RN/RM) at Green Field Health Management Limited - Gombe | Hot Nigerian Jobs.
Machine Operators at a New Manufacturing Company | Hot Nigerian Jobs.
Fitter (Mechanical Maintenance) at a New Manufacturing Company | Hot Nigerian Jobs.
Corporate Sales Manager at e.Stream Networks Limited | Hot Nigerian Jobs.
Electrical/ Electronics Technician at a New Manufacturing Company | Hot Nigerian Jobs.
Research & Development Officer at a Customer Focused Company | Hot Nigerian Jobs.
Legal Counsel at Azikel Group | Hot Nigerian Jobs.
Driver at a Business Consulting Firm | Hot Nigerian Jobs.
Personal Assistant at a Software Group - Fadac Resources | Hot Nigerian Jobs.
Channel Manager at Airtel Nigeria | Hot Nigerian Jobs.
Driver needed in a Reputable Company.
Personal Assistant.
WEBDESIGNER STAGIAIRE.
STAGIAIRES WEBDEVELOPER.
AGENTS COMMERCIAUX / COMMERCIAL AGENTS.
Grants Manager in Emergencies - Deployment Roster at Plan International | Hot Nigerian Jobs.
Teachers / Admin. Personnels at Elmhurst Nigeria Limited | Hot Nigerian Jobs.
Entry-level Account Assistant at a Reputable Company | Hot Nigerian Jobs.
Trade Analyst at Tamrose Ventures Limited | Hot Nigerian Jobs.
Sales Representative-Generator at JMG Limited - Abuja | Hot Nigerian Jobs.
Sales Representative-Generator at JMG Limited - Lagos | Hot Nigerian Jobs.
Sales Executive.
Quality Control Assistant.
Civil Engineer.
Seplat Petroleum Development Company Plc Latest Graduate Scheme (GS) 2018 - Ends Today (15th November, 2017) | Hot Nigerian Jobs.
Union Bank of Nigeria Plc Graduate Management Trainee Programme 2018 - Ends Today (15th November, 2017) | Hot Nigerian Jobs.
Zonal Data Assistant at the World Health Organization (WHO) | Hot Nigerian Jobs.
Competitive Migration Sales Specialist at Honeywell Group Limited | Hot Nigerian Jobs.
Plan International Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Graphics and Website Developer / Content Manager.
Green Field Health Management Limited Fresh Job Recruitment (3 Positions)  | Hot Nigerian Jobs.
Graduate Medical Sales Representative Job at Tyonex Nigeria Ltd - 12Positions.
Recrutement d'un(e) Stagiaire académique en Ressources Humaines au sein de MTA VHR SA.
Admin / Accounts Staff.
Mall Business Manager.
Process Costing Officer at SABmiller Plc | Hot Nigerian Jobs.
Data Capture Clerk at SABMiller Plc | Hot Nigerian Jobs.
Condition Monitoring Specialist at SABmiller Plc | Hot Nigerian Jobs.
Unit Head - Listings Analyst at the Nigerian Stock Exchange (NSE) | Hot Nigerian Jobs.
Graduate Pharmacist at a Pharmaceutical Company - Fadac Resources | Hot Nigerian Jobs.
Senior Broadcast Journalist, Yoruba Service at the BBC World Service | Hot Nigerian Jobs.
Customer Support Specialist Vacancy at Taxify.
Project Administrator Vacancy at COOPI Cooperazione Internazionale.
Ongoing Recruitment at 9mobile.
Strategy and Research Analyst at Cleanserve Integrated Energy Solutions Limited (CIES) | Hot Nigerian Jobs.
Internal Security Officer at Teclab Management Services Limited | Hot Nigerian Jobs.
Internal Auditor at Teclab Management Services Limited | Hot Nigerian Jobs.
TA - Emergency Communication Specialist at the United Nations Children's Fund (UNICEF) -  Re-advertised | Hot Nigerian Jobs.
Sales Analyst at Babban Gona | Hot Nigerian Jobs.
Chief Financial Officer at Babban Gona | Hot Nigerian Jobs.
First Line Manager at Novartis Nigeria | Hot Nigerian Jobs.
Sales Analyst.
Business Development Associate.
SABMiller Plc Recruitment for Brewing Maintenance Controller - Mechanical.
SABMiller Plc Recruitment for Energy Brewing Team Leader.
Kitchen Assistant at Whitefield Hotel Limited | Hot Nigerian Jobs.
SABmiller Plc Fresh Job Recruitment (20 Positions)  | Hot Nigerian Jobs.
Partner Operations Analyst.
Abt Associates Fresh Job Recruitment (10 Positions) - UPDATED | Hot Nigerian Jobs.
Chief Financial Officer.
Content Creator and Editor at Beezy Ideas | Hot Nigerian Jobs.
Head of Strategy & Planning at Capital Express Assurance Limited | Hot Nigerian Jobs.
Retail Sales Associates at Audacious Business Concept Limited | Hot Nigerian Jobs.
Finance/Pricing Officer at a Newly Incorporated Courier Company | Hot Nigerian Jobs.
Sales and Marketing Executives at a Newly Incorporated Courier Company | Hot Nigerian Jobs.
News: 176,160 Graduates get N-Power Jobs | Hot Nigerian Jobs.
Project Administrator at COOPI Cooperazione Internazionale | Hot Nigerian Jobs.
Advanced Engineering Skilled Course for Post-graduate Students and Beginners | Hotnigerianjobs.
Professional Marketing Officer.
SABMiller Plc Recruitment for Energy Fluids Instrument Technician.
SABMiller Plc Recruitment for Brewing Maintenance Planner.
9mobile Recruitment for Manager, CS & PS Core Planning | Hot Nigerian Jobs.
Credit Manager Vacancy at Machineyard.com.ng.
COOPI Cooperazione Internazionale Entry-level & Exp. Job Recruitment (5 Positions) | Hot Nigerian Jobs.
Financial Controller.
Mobile App Developers (AngularJs:Ionic) at Cousant Technologies | Hot Nigerian Jobs.
Western Union Recruitment for Manager, Operations | Hot Nigerian Jobs.
Proposal Budget/Costing Specialist at Save the Children Nigeria | Hot Nigerian Jobs.
Whitefield Hotel Limited Fresh Job Recruitment (8 Positions) | Hot Nigerian Jobs.
ValueFronteira Limited Fresh Job Recruitment (4 Positions) | Hot Nigerian Jobs.
Marketing Executive at Next Gear Homes Limited | Hot Nigerian Jobs.
Head, Administration at Beezy Ideas | Hot Nigerian Jobs.
Public Area Attendants at Whitefield Hotels Limited | Hot Nigerian Jobs.
Client Service Executive at AIICO Insurance Plc | Hot Nigerian Jobs.
Quality Control Laboratory Inspector III (QC) at Coleman Wires and Cables | Hot Nigerian Jobs.
Storekeeper.
Lead Transport Economist Job at ValueFronteira Limited.
WPE Senior Program Manager at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Restaurant Manager at the Grill Mall Limited | Hot Nigerian Jobs.
Senior Agribusiness / Investment Officer at the African Development Bank Group (AfDB) | Hot Nigerian Jobs.
Social Media Manager (Volunteer).
Production Supervisor at a Leading Plastic Coolers and Food Flask Manufacturing Company - Sales Force Consulting | Hot Nigerian Jobs.
Program Manager - Markets, Agricultural Livelihoods & Livestock at Mercy Corps Nigeria | Hot Nigerian Jobs.
Office Assistant at Prime Media Tech Solutions and Services (PMT) | Hot Nigerian Jobs.
Purchasing Officer at Allianz Project Services (APS) | Hot Nigerian Jobs.
Cash Officer.
WPE Community Mobiliser_Konduga at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Agronomist Job at Rossland in partnership with a Farm Establishment.
Women Protection & Empowerment VSLA Officer at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Account Manager at G4S Secure Solutions Nigeria Limited | Hot Nigerian Jobs.
Women Protection & Empowerment (WPE) Community Mobilizer Officer at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Project Driver at the Health Initiatives for Safety and Stability in Africa (HIFASS) - Ebonyi & Cross River | Hot Nigerian Jobs.
Marketing Officer at Green Field Health Management Limited - Rivers  | Hot Nigerian Jobs.
WASH Advisor in Emergencies at Plan International | Hot Nigerian Jobs.
Accountant/Bookkeeper at Teenee Todds Day Nursery/Broadoaks British School | Hot Nigerian Jobs.
Principal at Infant Jesus Academy | Hot Nigerian Jobs.
Country Director at ActionAid Nigeria | Hot Nigerian Jobs.
Project Architect at Efficacy Construction Company | Hot Nigerian Jobs.
Area Sales Manager at Bleuapple Consulting | Hot Nigerian Jobs.
Operations Manager at Bleuapple Consulting | Hot Nigerian Jobs.
Medical Supervisor at Medecins du Monde | Hot Nigerian Jobs.
Visual Designer at DODO Design Agency | Hot Nigerian Jobs.
Driver at Workingpeople Limited Outsourcing | Hot Nigerian Jobs.
Facilities Manager at Bleuapple Consulting | Hot Nigerian Jobs.
Consultant - End of Project Narrative Documentation for Anchor Advocacy Project at Save the Children Nigeria | Hot Nigerian Jobs.
Graduate Engineer- Onsite Technical Support at Lorache Group | Hot Nigerian Jobs.
Project Manager at Save the Children Nigeria | Hot Nigerian Jobs.
Marketing Officer - Lagos.
Consultancy Job at Save the Children.
Project M Engineer- Onsite Technical Support.
Project Manager.
IT Engineer / Technician.
Customer Service Representative.
GM Strategy, Economics and Planning at Hobark International Limited (HIL) | Hot Nigerian Jobs.
Quality Assurance Specialist at Upperlink Limited | Hot Nigerian Jobs.
UNIT MANAGER.
Commercial Banking Relationship Manager.
Driver.
Female Business Development Manager Vacancy at Bleuapple Consulting.
Cook Vacancy at Bleuapple Consulting.
Area Sales Manager Vacancy at Bleuapple Consulting.
Facilities Manager Vacancy at Bleuapple Consulting.
Web Developer.
Medical Supervisor Vacancy at Medecins du Monde.
Medical Doctor Vacancy at Medecins du Monde.
Midwife Vacancy at Medecins du Monde.
Pool Attendant at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Food & Beverage Manager at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Night Manager at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Operations Manager at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Marketers at 478limited | Hot Nigerian Jobs.
Advocacy Manager at the Norwegian Refugee Council (NRC) | Hot Nigerian Jobs.
Graduate Accounting Solution Centre Intern at KPMG Nigeria | Hot Nigerian Jobs.
Senior Accountants at the Ghana Property Show | Hot Nigerian Jobs.
Director, Business Development at the Ghana Property Show | Hot Nigerian Jobs.
Guest Service Agent (G.S.A) at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Graduate Medical Sales Representatives at Tyonex Nigerian Limited - Edo | Hot Nigerian Jobs.
Country Director at the Ghana Property Show | Hot Nigerian Jobs.
Nutrition Coordinator at FHI 360 | Hot Nigerian Jobs.
Security Operations Officer at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Driver at a Newly Established Four Star Hotel - Pholax Hospitality | Hot Nigerian Jobs.
Recrutement d'une Gouvernante Générale chez Hotel La Falaise Bonapriso.
Pharmacist.
Maintenance Manager.
Quality Assurance Specialist.
Stock Control Officer at a Fast Food Company | Hot Nigerian Jobs.
Airline Administrative Support Officer at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Flight Attendants at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Auto Technician (Electrical/Mechanical/Body Work) at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Procurement Supervisor at KPMG Nigeria | Hot Nigerian Jobs.
Graduate Logistics Officer.
Architect.
Hobark International Limited (HIL) Fresh Job Recruitment (9 Positions) - UPDATED | Hot Nigerian Jobs.
Great Consulting Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Snr Divisional Sales Manager at Guinness Cameroon.
Marketing Officer - Rivers.
Ground/Airport Station Attendants at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Restaurant Manager at a Fast Food Company | Hot Nigerian Jobs.
Internal Auditor at a Fast Food Company | Hot Nigerian Jobs.
Airline Operations Agents at a Leading Recruitment and Outsourcing Professional Services Company | Hot Nigerian Jobs.
Recrutement d'un Directeur des Ressources Humaines chez Hotel La Falaise Bonapriso.
Recrutement d'un Directeur Commercial et Marketing chez Hotel La Falaise Bonapriso.
RESPONSABLE USINE SCIERIE.
Engineer - Inshop Technical Support.
Sales Manager at S&S Hotels and Suites | Hot Nigerian Jobs.
Credit Officer Job at Verite Microfinance Bank.
Automation & Control Specialist at Aeti Power Systems and Controls Limited | Hot Nigerian Jobs.
Accountant/Administrative Officer at a Reputable Company | Hot Nigerian Jobs.
General Manager.
Graphic Designer at Quadrev Nigeria | Hot Nigerian Jobs.
Nativescript Mobile App Developer at Tsaboin Nigeria | Hot Nigerian Jobs.
Living Benefit Officer at ARM Life Plc | Hot Nigerian Jobs.
Capacity Building and Change Management Specialist at a Reputable Company | Hot Nigerian Jobs.
Year 4/5 Class Teacher at the Priory Preparatory School | Hot Nigerian Jobs.
Irrigation Development Specialist at a Reputable Company | Hot Nigerian Jobs.
Dam/Reservoir Operation Specialist at a Reputable Company | Hot Nigerian Jobs.
Dam/Reservoir Facility Manager at a Reputable Company | Hot Nigerian Jobs.
Graduate Business Development Executive at Contec Global Agro Limited | Hot Nigerian Jobs.
Logistics Partner / Agent.
Transport and Maintenance Assistant at the International Rescue Committee (IRC) | Hot Nigerian Jobs.
Information Security & Compliance Officer at Ralds and Agate Limited | Hot Nigerian Jobs.
Facilities Manager at KPMG Nigeria | Hot Nigerian Jobs.
