TITLES
S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Cooperazione Internazionale (COOPI) is an Italianhumanitarian non-governmental organization founded in Milan in 1965.
A corporate entity that is into project implementation and other interests has retained our services for the recruitment of competent personnel to fill some vacant position occasioned by an on-going restructuring.
Africon GmbH delivers business consulting with sole focus on Africa.
COOPI Cooperazione Internazionale, is a humanitarian, non-confessional and independent organization founded in 1965 in Milan, Italy.
Hobark International Limited (HIL) is the parent company of the Hobark group operating in the oil and gas industry.
Adron Homes and Properties is a leading Pan African Real Estate development company that provides the highest number of decent, accesisible, comfortable housing while achieving global housing standards.
DM Holdings (DMH) is a conglomerate of companies with vast interests in Entertainment and Media business.
DM Holdings (DMH) is a conglomerate of companies with vast interests in Entertainment and Media business.
Inventory Manager A large, modern integrated farm located near Awka, Anambra State, seeks to recruit qualified and experienced professionals for the position below: Job Position: Inventory Manager Job Location: Awka, Anambra Required Qualifications Minimum 2 years’ experience in stock monitoring, management and reporting roles B.Sc./HND in Business Administration, Logistics or relevant field Hands-on experience with MS Excel and inventory management software packages Organizational and planning skills Application Deadline 21st November, 2017.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: General Maintenance (Electrical/Mechanical) Job Code: Gm038 Location: Owerri, Imo Requirements Applicants are expected to possess a minimum qualification of B.Sc./HND/OND in Engineering (Electrical/Mechanical), Management Marketing, Accountancy, Banking and Finance or other Social Science related courses with not less than 3 years experience in.
A fast growing indigenous healthcare company in Owerri, Imo, State Nigeria involved in manufacturing, importation and sales of pharmaceuticals products seeks for experienced, credible and target oriented applicants for the vacant position below: Job Title: Maintenance Mechanical Engineer Job Code: MME 035 Location: Owerri, Imo Requirements Applicants are expected to possess a minimum qualification of B.Sc./HND/OND in Engineering (Electrical/Mechanical), Management Marketing, Accountancy, Banking and Finance or other Social Science related courses with not less than 3 years experience in.
FinTrak Software Co. Limited We are a leading and reputable Organization in the Technology and Information industry with excellent service delivery to our esteemed clients.
Sproxil is a venture - backed enterprise that provides world - class brand protection services in emerging markets.
Enroyale Global Services Limited is a World-Class Consulting Firm with specialization in Human Resource Management, Management Consultancy Services, Business Development Consultancy Services and Capacity building Services.
Technology Advantage Network Limited is one of the leading indigenous Information Communications Technology Company involved in proffering effective solutions.
Save the Children is the world's leading independent organisation for children.
Stresert Services Limited - Our client, a multinational Manufacturing Company with head office in Lagos, is currently recruiting suitably qualified candidates to fill the position below: Job Title: Sales & Operations Manager Job Ref: SOMC Location: Lagos Slot: 5 Purpose of the Role Develop an in-depth knowledge of core products via successful completion of required sales training program, and utilize this knowledge to successfully lead Sales Support operations.
SOFWOK Digital Business Solutions is a fully Nigerian-owned corporate technology solutions and training provider  established in the year 2016 dedicated to digitizing business management and operations by securely automated processes.
MacTay Consulting is a business management consulting, HR.
MacTay Consulting is a business management consulting, HR.
Dahfex Global Solutions (DGS) is a dynamic Telecoms VAS company that specializes in delivering customer-centric and revenue-driven Value Added Services to Mobile Network Operators.
The British Government is an inclusive and diversity-friendly employer.
Stanbic IBTC Bank is a leading African banking group focused on emerging markets globally.
Reboot is a social impact firm dedicated to inclusive development and accountable governance.
ADRON is a Real Estate and Property Development Company whose purpose to help people realize their aspirations for the pride of ownership, comfort, security and wealth through the provision of excellent homes and the will to provide homes for all classes of society with focus on the neglected populace in respect to government housing programs .
Country Implementation Manager at Elizabeth Glazer Pediatric AIDS Foundation Akwajobs   (Yaoundé, Cameroun) Posted : 7 November, 2017 Category : Public Health   Location : Yaoundé, Cameroun Job type : Full Time Elizabeth Glaser Pediatric AIDS Foundation (EGPAF) VACANCY ANNOUNCEMENT Job Title: Country Implementation Manager Location: Yaoundé, Cameroon Reports to: Technical Director Contract Duration: One year with possibility of extension Terms of Offer: This position is remunerated on local terms.
Recrutement des Brand Managers chez SITRACEL S.A Akwajobs   (Douala, Cameroon) Posted : 7 November, 2017 Category : Commerce, Marketing Et Vente   Location : Douala, Cameroon Job type : Full Time RESPONSABILITES Gestion de la Marque Assurer la veille concurrentielle et l'analyser afin de sentir la tendance du marché Commanditer et suivre les études de marchés qualitatives et quantitatives.
commercial bilingue et marketists Vista Language Center   (Bonamoussadi- Douala) Posted : 7 November, 2017 Category : Commercial Et Marketing   Location : Bonamoussadi- Douala Job type : Full Time Contrat de 3 mois/COMMERCIAL MISSIONS PRINCIPALES ·         La prospection et la distribution des flyers et brochures pour ramener de nouveaux clients à l’entreprise, ·         La communication des informations concernant le produit ou le service aux clients ciblés ·         Expliquer le service, qui doit intervenir avant et après la vente en se mettant à la disposition du client et en écoutant ses remarques LES QUALITES REQUISES Disposer d'une excellente présentation et d'une certaine aisance relationnelle Être Honnête et loyal Être organisé et méthodique Maîtriser l'anglais et le français Avoir une bonne condition physique Avoir Un bon sens d’initiative.
